texture_id,texture,payload_key,width,height,mip_count,dxgi_format,payload_bytes,payload_valid,material_reference_count,base_color_materials,normal_materials,roughness_materials,metallic_materials,opacity_materials,emissive_materials
209,Pyramid_StairsTop_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairstop_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
210,Pyramid_StairsTop_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_stairstop_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
211,Pyramid_RailCorner_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_railcorner_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
212,Pyramid_RailCorner_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_railcorner_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
213,Pyramid_RailCorner_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_railcorner_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
214,Pyramid_RailStraight_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_railstraight_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
215,Pyramid_RailStraight_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_railstraight_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
216,Pyramid_RailStraight_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_railstraight_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
217,Pyramid_BottomWallCorner_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomwallcorner_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
218,Pyramid_BottomWallCorner_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomwallcorner_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
219,Pyramid_BottomWallCorner_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomwallcorner_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
220,Pyramid_BottomWallSide_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomwallside_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
221,Pyramid_BottomWallSide_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomwallside_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
222,Pyramid_BottomWallSide_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomwallside_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
223,Pyramid_Topper_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_topper_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
224,Pyramid_Topper_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_topper_normal.png,2048,2048,12,BC5_UNORM,5592432,True,2,0,2,0,0,0,0
225,Pyramid_Topper_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_topper_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
226,Pyramid_BottomFlat_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomflat_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
227,Pyramid_BottomFlat_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_bottomflat_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
228,Pyramid_Ground_BaseColor.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_ground_basecolor.png,2048,2048,12,BC1_UNORM,2796216,True,1,1,0,0,0,0,0
229,Pyramid_Ground_Normal.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_ground_normal.png,2048,2048,12,BC5_UNORM,5592432,True,1,0,1,0,0,0,0
230,Pyramid_Ground_Roughness.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/pyramid/pyramid_ground_roughness.png,2048,2048,12,BC4_UNORM,2796216,True,1,0,0,1,0,0,0
231,PX_Banyan_Pinus_Rigida_Bark_02_Albedo_Processed.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_banyan_pinus_rigida_bark_02_albedo_processed.png,4096,4096,13,BC1_UNORM,11184824,True,1,1,0,0,0,0,0
232,PX_Banyan_Pinus_Rigida_Bark_02_Normal_Processed.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_banyan_pinus_rigida_bark_02_normal_processed.png,4096,4096,13,BC5_UNORM,22369648,True,1,0,1,0,0,0,0
233,PX_Banyan_Pinus_Rigida_Bark_02_Roughness_Processed.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_banyan_pinus_rigida_bark_02_roughness_processed.png,4096,4096,13,BC4_UNORM,11184824,True,1,0,0,1,0,0,0
234,PX_Banyan_Pinus_Rigida_Vines_02_Albedo_Processed.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_banyan_pinus_rigida_vines_02_albedo_processed.png,4096,4096,13,BC1_UNORM,11184824,True,1,1,0,0,0,0,0
235,PX_Banyan_Pinus_Rigida_Vines_02_Normal_Processed.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_banyan_pinus_rigida_vines_02_normal_processed.png,4096,4096,13,BC5_UNORM,22369648,True,1,0,1,0,0,0,0
236,PX_Banyan_Pinus_Rigida_Vines_02_Roughness_Processed.png,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_banyan_pinus_rigida_vines_02_roughness_processed.png,4096,4096,13,BC4_UNORM,11184824,True,1,0,0,1,0,0,0
237,PX_Prunus_x_yedoensis_Leaf_02_albedo.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_prunus_x_yedoensis_leaf_02_albedo.jpg,4096,4096,13,BC1_UNORM,11184824,True,1,1,0,0,0,0,0
238,PX_Prunus_x_yedoensis_Leaf_02_normal.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_prunus_x_yedoensis_leaf_02_normal.jpg,4096,4096,13,BC5_UNORM,22369648,True,1,0,1,0,0,0,0
239,PX_Prunus_x_yedoensis_Leaf_02_roughness.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_prunus_x_yedoensis_leaf_02_roughness.jpg,4096,4096,13,BC4_UNORM,11184824,True,1,0,0,1,0,0,0
240,PX_Prunus_x_yedoensis_Leaf_02_opacity.jpg,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/textures/trees/px_prunus_x_yedoensis_leaf_02_opacity.jpg,4096,4096,13,BC4_UNORM,11184824,True,1,0,0,0,0,1,0
241,kloppenheim_06_puresky_8k.hdr,c:/users/mkkim/myfolder/mydev1/fast-jungle-renderer/assets/scene/jungleruins_1_0_1b/usd/kloppenheim_06_puresky_8k.hdr,8192,4096,14,BC6H_UF16,44739280,True,0,0,0,0,0,0,0
